	user_id	job_seeking_status	number_contacts	A1	A2	A3	A4	A5	action	pa_1	pa_2	pa_3	pa_4	pa_5	qtt_actions	timestamp
80	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108658
81	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108659
82	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108660
83	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108661
84	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108662
85	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108663
86	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108664
87	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108665
88	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108666
89	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108667
90	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108668
91	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108669
92	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108670
93	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108671
94	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108672
95	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108673
96	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108674
97	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108675
98	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108676
99	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108677
100	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108678
101	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108679
102	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108680
103	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108681
104	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108682
105	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108683
106	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108684
107	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108685
108	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108686
109	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108687
110	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108688
111	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108689
112	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108690
113	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108691
114	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	108692
115	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	124604
116	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	124605
117	11	2	350	0	0	75	0	0	3	3	3	3	3	3	75	124606
118	11	2	350	0	0	75	0	0	3	3	3	3	3	0	75	124607
119	11	2	350	0	0	75	0	0	3	3	3	3	0	0	75	172362
120	11	2	350	0	0	75	0	0	3	3	3	0	0	0	75	172363
121	11	2	350	0	0	75	0	0	3	3	0	0	0	0	75	172364
122	11	2	350	0	0	75	0	0	3	0	0	0	0	0	75	172365
123	13	1	15	0	0	2	0	0	3	3	0	0	0	0	2	482443
124	13	1	15	0	0	2	0	0	3	0	0	0	0	0	2	482478
125	14	2	6	0	0	0	2	0	4	4	0	0	0	0	2	476892
126	14	2	6	0	0	0	2	0	4	0	0	0	0	0	2	477577
127	15	1	0	0	8	16	0	0	3	2	2	2	3	3	24	311176
128	15	1	0	0	8	16	0	0	3	2	2	3	3	3	24	311177
129	15	1	0	0	8	16	0	0	3	2	3	3	3	3	24	311178
130	15	1	0	0	8	16	0	0	3	3	3	3	3	3	24	311179
131	15	1	0	0	8	16	0	0	3	3	3	3	3	3	24	311180
132	15	1	0	0	8	16	0	0	3	3	3	3	3	3	24	311181
133	15	1	0	0	8	16	0	0	3	3	3	3	3	3	24	311182
134	15	1	0	0	8	16	0	0	3	3	3	3	3	2	24	311184
135	15	1	0	0	8	16	0	0	2	3	3	3	2	2	24	311185
136	15	1	0	0	8	16	0	0	2	3	3	2	2	2	24	311186
137	15	1	0	0	8	16	0	0	2	3	2	2	2	2	24	311187
138	15	1	0	0	8	16	0	0	2	2	2	2	2	3	24	311188
139	15	1	0	0	8	16	0	0	3	2	2	2	3	3	24	431573
140	15	1	0	0	8	16	0	0	3	2	2	3	3	3	24	431575
141	15	1	0	0	8	16	0	0	3	2	3	3	3	3	24	431576
142	15	1	0	0	8	16	0	0	3	3	3	3	3	3	24	431579
143	15	1	0	0	8	16	0	0	3	3	3	3	3	3	24	431580
144	15	1	0	0	8	16	0	0	3	3	3	3	3	3	24	431581
145	15	1	0	0	8	16	0	0	3	3	3	3	3	3	24	431582
146	15	1	0	0	8	16	0	0	3	3	3	3	3	0	24	431583
147	15	1	0	0	8	16	0	0	2	3	3	3	0	0	24	431584
148	15	1	0	0	8	16	0	0	2	3	3	0	0	0	24	431585
149	15	1	0	0	8	16	0	0	2	3	0	0	0	0	24	431586
150	15	1	0	0	8	16	0	0	2	0	0	0	0	0	24	431587
151	16	2	85	0	0	0	1	0	4	0	0	0	0	0	1	353440
152	18	2	219	0	0	1	0	0	3	0	0	0	0	0	1	472557
153	19	1	3652	0	0	0	0	1	5	0	0	0	0	0	1	425358
154	20	1	226	0	0	0	4	1	4	5	4	4	4	0	5	236278
155	20	1	226	0	0	0	4	1	4	4	4	4	0	0	5	236294
156	20	1	226	0	0	0	4	1	4	4	4	0	0	0	5	236304
157	20	1	226	0	0	0	4	1	5	4	0	0	0	0	5	237039
158	20	1	226	0	0	0	4	1	4	0	0	0	0	0	5	553598
159	21	1	168	0	1	0	7	0	4	4	4	4	4	4	8	380499
160	21	1	168	0	1	0	7	0	2	4	4	4	4	2	8	380543
161	21	1	168	0	1	0	7	0	4	4	4	4	2	4	8	380650
162	21	1	168	0	1	0	7	0	4	4	4	2	4	0	8	380702
163	21	1	168	0	1	0	7	0	4	4	2	4	0	0	8	380799
164	21	1	168	0	1	0	7	0	4	2	4	0	0	0	8	380868
165	21	1	168	0	1	0	7	0	4	4	0	0	0	0	8	380904
166	21	1	168	0	1	0	7	0	4	0	0	0	0	0	8	380951
167	22	1	129	0	0	0	2	0	4	4	0	0	0	0	2	495199
168	22	1	129	0	0	0	2	0	4	0	0	0	0	0	2	495837
